ts,service,region,tenant,requests,errors,p50_ms,p95_ms,p99_ms,bytes_in,bytes_out
2026-07-11T02:18:00Z,billing,us-east-1,t-03240,9278,105,37.72,98.90,160.26,10838176,60385400
2026-07-11T02:58:00Z,exporter,eu-central-1,t-03030,5099,69,73.41,181.31,364.95,6897341,4687325
2026-07-11T02:39:00Z,ingest-api,ap-southeast-2,t-03151,3653,3,42.89,114.90,212.17,3555383,16062914
2026-07-11T02:50:00Z,exporter,ap-southeast-2,t-03476,2403,34,42.51,116.19,184.74,3500724,8347740
2026-07-11T02:14:00Z,query-api,us-west-2,t-01045,9717,39,41.00,87.23,141.01,14317612,51999842
2026-07-11T02:57:00Z,query-api,eu-central-1,t-00991,8361,113,45.15,89.32,176.86,6782597,9086795
2026-07-11T02:30:00Z,billing,ap-southeast-2,t-02291,1924,24,76.23,206.44,372.76,4828567,10647216
2026-07-11T02:37:00Z,alerting,eu-central-1,t-02278,3457,11,43.06,99.35,152.64,2235306,16472809
2026-07-11T02:20:00Z,billing,us-east-1,t-01443,7794,77,65.00,178.16,263.37,6184855,55446968
2026-07-11T02:33:00Z,alerting,us-east-1,t-02807,4800,17,32.59,87.22,142.17,6708642,11744976
2026-07-11T02:52:00Z,exporter,eu-central-1,t-01262,11314,138,66.99,124.69,260.44,12030847,44677034
2026-07-11T02:38:00Z,query-api,ap-southeast-2,t-00513,7088,92,57.39,159.49,254.54,16367479,23937073
2026-07-11T02:56:00Z,billing,us-east-1,t-00175,7554,99,73.24,164.38,333.29,4937222,28106740
2026-07-11T02:27:00Z,alerting,eu-central-1,t-03161,10771,152,53.71,99.78,150.34,7658920,43994465
2026-07-11T02:09:00Z,billing,us-east-1,t-03319,4125,15,35.95,85.22,155.88,7466994,30525283
2026-07-11T02:08:00Z,ingest-api,us-west-2,t-03348,11155,69,66.53,160.17,335.15,27783090,34073615
2026-07-11T02:02:00Z,billing,eu-central-1,t-01652,4847,51,76.26,160.64,321.84,5266353,16259157
2026-07-11T02:03:00Z,query-api,eu-central-1,t-01187,5397,28,58.46,115.06,213.06,11005349,34417274
2026-07-11T02:39:00Z,query-api,eu-central-1,t-02993,3581,7,38.55,76.66,132.11,1717044,16918134
2026-07-11T02:40:00Z,alerting,eu-central-1,t-01180,6918,6,24.71,46.40,61.11,10178299,28047548
2026-07-11T02:01:00Z,exporter,us-east-1,t-00408,11246,56,70.41,149.33,198.78,14020724,10479954
2026-07-11T02:36:00Z,billing,us-east-1,t-01752,3558,52,61.10,141.95,227.51,4284203,13190769
2026-07-11T02:17:00Z,billing,us-west-2,t-01386,8432,123,26.33,69.18,102.70,17904541,38184814
2026-07-11T02:15:00Z,exporter,us-west-2,t-00831,3441,36,71.65,148.09,299.05,1793890,16335527
2026-07-11T02:01:00Z,query-api,ap-southeast-2,t-00025,9409,13,57.94,126.26,174.55,12859157,55832732
2026-07-11T02:10:00Z,query-api,us-west-2,t-03793,1852,7,41.16,89.23,119.42,2084799,11659643
2026-07-11T02:15:00Z,alerting,ap-southeast-2,t-00145,4521,10,53.68,123.88,217.55,11015608,32979430
2026-07-11T02:38:00Z,billing,us-east-1,t-00382,8143,108,40.33,107.86,182.18,8043166,41418694
2026-07-11T02:20:00Z,ingest-api,eu-central-1,t-02208,10677,97,65.18,136.80,193.60,12912310,81521699
2026-07-11T02:38:00Z,alerting,us-east-1,t-00142,6611,75,50.63,98.03,147.37,12012367,20299095
2026-07-11T02:40:00Z,query-api,us-west-2,t-01321,7623,94,33.91,66.86,118.64,5751205,19777842
2026-07-11T02:11:00Z,alerting,ap-southeast-2,t-00597,31,0,55.56,150.09,249.21,65181,90163
2026-07-11T02:35:00Z,billing,us-west-2,t-03726,4739,24,30.09,80.63,143.44,8149634,20262384
2026-07-11T02:22:00Z,alerting,eu-central-1,t-02278,8015,21,20.27,36.92,68.47,16657877,28812550
2026-07-11T02:41:00Z,billing,us-east-1,t-01299,882,0,63.84,124.49,232.12,1948262,2826505
2026-07-11T02:44:00Z,exporter,eu-central-1,t-02858,7213,98,73.73,148.34,219.96,7603018,21210112
2026-07-11T02:49:00Z,alerting,eu-central-1,t-03868,2163,12,46.00,110.77,163.38,3738232,14748759
2026-07-11T02:49:00Z,query-api,ap-southeast-2,t-00431,7373,106,32.92,66.25,123.40,9620639,46956484
2026-07-11T02:28:00Z,alerting,eu-central-1,t-03968,5143,12,70.70,150.96,250.67,11665198,37125441
2026-07-11T02:17:00Z,query-api,us-east-1,t-00566,7219,31,69.10,170.21,338.72,11620736,40988438
2026-07-11T02:25:00Z,exporter,eu-central-1,t-02136,1611,0,22.89,56.87,105.62,3077224,7152096
2026-07-11T02:25:00Z,exporter,us-west-2,t-02508,3640,44,46.44,102.73,206.53,5001346,3368760
2026-07-11T02:14:00Z,alerting,us-west-2,t-03346,7505,84,70.76,152.51,295.01,18314221,40132976
2026-07-11T02:40:00Z,alerting,ap-southeast-2,t-03925,7721,34,66.70,155.80,235.07,5668922,47895122
2026-07-11T02:44:00Z,alerting,us-east-1,t-02843,4553,31,62.93,131.75,271.67,10709501,13602154
2026-07-11T02:33:00Z,exporter,us-east-1,t-00236,4220,13,44.33,101.56,134.12,10667466,17053296
2026-07-11T02:56:00Z,alerting,us-west-2,t-02830,4396,17,63.43,132.86,175.91,3814009,11887150
2026-07-11T02:19:00Z,alerting,eu-central-1,t-03074,8195,119,77.52,159.02,293.08,19589215,61593036
2026-07-11T02:42:00Z,billing,ap-southeast-2,t-00309,11287,80,41.79,87.21,135.65,4875149,51529311
2026-07-11T02:24:00Z,alerting,eu-central-1,t-03993,8134,62,46.68,102.13,189.46,7452004,23383816
2026-07-11T02:42:00Z,alerting,us-east-1,t-03257,10489,124,40.08,102.61,189.34,11441520,59410893
2026-07-11T02:49:00Z,billing,ap-southeast-2,t-03469,2097,30,65.92,158.88,265.54,976489,14761214
2026-07-11T02:00:00Z,ingest-api,us-west-2,t-03341,7081,27,22.20,55.64,76.92,4680239,14660807
2026-07-11T02:55:00Z,alerting,ap-southeast-2,t-00750,8594,51,29.22,70.67,107.45,3574909,51227757
2026-07-11T02:46:00Z,query-api,eu-central-1,t-00974,7778,32,61.60,131.78,273.70,10967488,59875148
2026-07-11T02:57:00Z,billing,ap-southeast-2,t-00492,2117,11,34.89,64.00,102.06,1934237,10743867
2026-07-11T02:21:00Z,billing,ap-southeast-2,t-02689,10248,80,21.49,56.19,84.82,25581279,31161258
2026-07-11T02:20:00Z,query-api,eu-central-1,t-02561,5070,28,53.53,149.80,227.39,6555739,17585315
2026-07-11T02:34:00Z,exporter,eu-central-1,t-02104,4104,51,73.71,187.67,357.82,1732103,12177247
2026-07-11T02:25:00Z,billing,eu-central-1,t-01187,2059,16,29.26,68.71,142.49,4019087,8390302
2026-07-11T02:01:00Z,ingest-api,ap-southeast-2,t-02155,4967,32,69.51,163.74,236.63,4331925,18128030
2026-07-11T02:49:00Z,billing,eu-central-1,t-02046,5889,22,25.89,58.06,79.88,8367831,41520294
2026-07-11T02:27:00Z,billing,eu-central-1,t-00176,1474,17,44.19,88.49,117.07,3037301,5569339
2026-07-11T02:14:00Z,billing,eu-central-1,t-02093,7933,28,52.26,119.47,249.73,10363679,26142800
2026-07-11T02:45:00Z,query-api,ap-southeast-2,t-03064,4665,28,68.61,165.92,319.64,8195394,25162493
2026-07-11T02:21:00Z,billing,eu-central-1,t-00294,5446,66,77.88,213.97,406.75,12652991,7069040
2026-07-11T02:52:00Z,exporter,us-west-2,t-01339,1456,10,60.96,161.72,249.72,2648575,8285131
2026-07-11T02:49:00Z,billing,eu-central-1,t-01083,9800,31,25.78,50.36,89.29,10220177,18690916
2026-07-11T02:40:00Z,billing,us-east-1,t-00750,2767,18,62.14,144.45,239.88,1619174,15264498
2026-07-11T02:44:00Z,billing,ap-southeast-2,t-01634,7080,35,56.33,108.14,150.07,13136613,6521594
2026-07-11T02:18:00Z,exporter,eu-central-1,t-02318,9990,121,45.20,92.90,164.28,23805967,21634970
2026-07-11T02:03:00Z,exporter,us-west-2,t-02169,8945,15,59.54,162.78,329.55,7844056,44066678
2026-07-11T02:41:00Z,query-api,us-east-1,t-00783,2631,26,33.16,73.43,125.36,4664446,7135038
2026-07-11T02:28:00Z,alerting,us-east-1,t-02703,9686,55,45.57,121.02,220.40,20238235,14268191
2026-07-11T02:58:00Z,query-api,us-east-1,t-03315,6900,26,68.45,140.49,257.80,12767095,19061618
2026-07-11T02:47:00Z,query-api,eu-central-1,t-01202,1938,8,49.57,117.62,186.37,4267305,14800172
2026-07-11T02:43:00Z,exporter,eu-central-1,t-03598,9479,44,49.76,111.84,166.56,17659396,65899574
2026-07-11T02:56:00Z,alerting,eu-central-1,t-00260,11109,43,79.70,146.28,294.35,23555629,83737281
2026-07-11T02:22:00Z,ingest-api,ap-southeast-2,t-03039,4447,36,57.89,148.29,308.87,7419133,16718648
2026-07-11T02:49:00Z,query-api,eu-central-1,t-01397,6138,90,41.24,99.76,176.73,9983006,23767967
2026-07-11T02:37:00Z,alerting,us-east-1,t-03217,2135,4,28.73,80.34,146.29,5144657,6796750
2026-07-11T02:52:00Z,exporter,ap-southeast-2,t-03162,406,5,37.76,80.71,161.64,429542,1785942
2026-07-11T02:03:00Z,billing,eu-central-1,t-00056,10207,69,28.72,59.93,89.55,5764485,47025642
2026-07-11T02:56:00Z,exporter,eu-central-1,t-00633,10214,100,47.25,97.61,130.41,17991100,41131509
2026-07-11T02:30:00Z,query-api,us-east-1,t-02768,1389,6,23.97,44.36,77.16,626759,5461955
2026-07-11T02:21:00Z,billing,us-east-1,t-02967,10016,37,69.54,162.46,272.44,18220770,61187857
2026-07-11T02:07:00Z,query-api,us-west-2,t-01633,617,4,77.80,155.31,281.22,432564,1296088
2026-07-11T02:03:00Z,alerting,eu-central-1,t-01458,242,3,65.80,123.00,204.77,374568,668789
2026-07-11T02:16:00Z,exporter,us-west-2,t-02464,6788,93,41.40,95.43,164.88,12056314,7921496
2026-07-11T02:43:00Z,ingest-api,us-east-1,t-02581,1916,0,54.98,147.86,224.55,4767568,3407640
2026-07-11T02:31:00Z,alerting,us-west-2,t-02286,2473,7,47.61,88.82,134.16,5506955,11539813
2026-07-11T02:05:00Z,billing,ap-southeast-2,t-03742,10932,155,39.27,81.76,161.36,17110157,14070049
2026-07-11T02:56:00Z,exporter,eu-central-1,t-00755,8677,105,76.66,157.48,207.34,13317079,30009376
2026-07-11T02:58:00Z,exporter,ap-southeast-2,t-03395,820,0,34.76,79.08,130.39,1770854,3609456
2026-07-11T02:58:00Z,exporter,us-west-2,t-03197,10713,52,44.50,108.02,143.83,27450767,22039220
2026-07-11T02:12:00Z,exporter,us-east-1,t-00904,10559,71,48.80,126.16,242.98,9629310,75530973
2026-07-11T02:35:00Z,ingest-api,us-west-2,t-02316,9300,74,67.48,139.22,230.09,4653224,57505448
2026-07-11T02:41:00Z,query-api,us-east-1,t-00345,2481,33,25.07,59.94,112.93,6271715,17467048
2026-07-11T02:10:00Z,query-api,eu-central-1,t-00700,1788,9,70.41,136.00,221.95,3376731,7598797
2026-07-11T02:51:00Z,alerting,us-west-2,t-01668,7156,72,34.96,92.78,122.01,17162574,30635916
2026-07-11T02:48:00Z,billing,ap-southeast-2,t-03574,1767,5,67.04,123.27,175.19,763186,4617604
2026-07-11T02:44:00Z,query-api,us-west-2,t-03340,4158,61,44.35,105.04,183.94,10159797,26949356
2026-07-11T02:35:00Z,exporter,us-west-2,t-01027,4930,7,42.09,82.42,137.75,7253467,32720602
2026-07-11T02:21:00Z,billing,eu-central-1,t-00271,10528,125,29.89,60.92,112.43,16230144,33030674
2026-07-11T02:53:00Z,exporter,us-west-2,t-03465,2709,3,59.95,118.19,225.62,4720559,7136189
2026-07-11T02:52:00Z,alerting,us-west-2,t-00486,3326,13,54.69,132.29,264.20,2646897,15266928
2026-07-11T02:07:00Z,alerting,ap-southeast-2,t-03486,4646,61,46.75,92.65,139.24,8359761,25599268
2026-07-11T02:09:00Z,exporter,us-west-2,t-03066,3656,0,41.30,86.72,160.91,5137940,14483851
2026-07-11T02:21:00Z,query-api,ap-southeast-2,t-00089,9427,110,57.51,153.64,306.86,7787675,67313112
2026-07-11T02:12:00Z,alerting,ap-southeast-2,t-03553,5661,59,75.88,179.52,238.85,9303313,7223514
2026-07-11T02:05:00Z,query-api,us-east-1,t-03273,2730,9,38.48,85.95,151.56,3994525,16171957
2026-07-11T02:04:00Z,ingest-api,us-west-2,t-00455,8049,98,63.41,125.56,177.29,10244056,54748027
2026-07-11T02:23:00Z,query-api,us-east-1,t-02970,7353,53,43.64,107.70,179.97,18716157,25329107
2026-07-11T02:22:00Z,billing,us-east-1,t-01115,2398,0,24.74,58.72,89.97,1566494,3570281
2026-07-11T02:41:00Z,exporter,us-west-2,t-02100,7115,72,54.19,144.00,237.35,3225264,46531665
2026-07-11T02:53:00Z,exporter,us-east-1,t-02098,6605,49,45.47,92.87,169.19,15155858,43777226
2026-07-11T02:18:00Z,ingest-api,us-west-2,t-03602,624,7,78.19,195.29,318.52,1457013,718210
2026-07-11T02:28:00Z,alerting,us-east-1,t-01800,91,0,47.72,97.04,143.06,60742,543010
2026-07-11T02:52:00Z,ingest-api,us-west-2,t-03829,5884,85,63.38,127.30,249.39,6506737,12586426
2026-07-11T02:24:00Z,query-api,us-west-2,t-02320,6552,86,22.82,47.17,65.64,7883045,12401632
2026-07-11T02:08:00Z,query-api,ap-southeast-2,t-03962,5601,59,39.15,80.23,160.35,4043031,40503517
2026-07-11T02:23:00Z,ingest-api,eu-central-1,t-03102,8869,90,29.42,71.09,112.43,12077455,42166837
2026-07-11T02:55:00Z,billing,us-east-1,t-01291,11742,34,20.65,49.37,94.35,5565147,63392480
2026-07-11T02:36:00Z,alerting,ap-southeast-2,t-03674,20,0,31.14,60.32,89.09,18626,116192
2026-07-11T02:03:00Z,exporter,eu-central-1,t-03690,10122,60,60.25,138.12,234.66,14342401,40012552
2026-07-11T02:55:00Z,exporter,ap-southeast-2,t-02166,6221,63,34.99,68.16,141.61,5667569,6244812
2026-07-11T02:31:00Z,ingest-api,us-west-2,t-01490,1262,6,45.08,125.26,224.10,1833472,3570274
2026-07-11T02:44:00Z,ingest-api,us-west-2,t-03571,2817,21,38.89,108.71,201.95,4307692,10460176
2026-07-11T02:03:00Z,ingest-api,us-west-2,t-03609,326,0,35.61,83.86,160.17,613102,585384
2026-07-11T02:56:00Z,query-api,eu-central-1,t-02008,4397,44,39.10,86.88,151.84,8481828,25895944
2026-07-11T02:04:00Z,ingest-api,us-west-2,t-01371,8227,50,65.52,152.04,203.35,19222453,51502723
2026-07-11T02:15:00Z,exporter,ap-southeast-2,t-01946,6962,70,28.52,54.56,80.49,9172332,38818100
2026-07-11T02:13:00Z,alerting,eu-central-1,t-00288,3836,1,57.99,126.26,248.30,4662931,12304709
2026-07-11T02:24:00Z,ingest-api,ap-southeast-2,t-03604,4471,55,69.34,145.91,256.92,5794671,6897886
2026-07-11T02:18:00Z,exporter,us-east-1,t-03342,9369,120,25.90,64.07,100.85,19063033,24135243
2026-07-11T02:57:00Z,billing,eu-central-1,t-00868,9545,112,71.57,196.68,309.08,13068905,42416458
2026-07-11T02:28:00Z,ingest-api,ap-southeast-2,t-03323,5135,10,72.08,130.68,248.95,12268931,36668459
2026-07-11T02:02:00Z,ingest-api,us-west-2,t-03261,7134,51,46.91,128.63,216.79,8859829,47323963
2026-07-11T02:46:00Z,query-api,eu-central-1,t-00740,11828,79,79.54,180.01,344.34,18069109,86189824
2026-07-11T02:01:00Z,billing,us-west-2,t-00051,7476,72,78.11,150.74,311.50,19134713,51343178
2026-07-11T02:33:00Z,ingest-api,ap-southeast-2,t-00028,11933,61,39.65,83.11,169.29,20774490,28751134
2026-07-11T02:59:00Z,billing,eu-central-1,t-03748,1287,12,62.36,145.64,209.21,3344025,8897433
2026-07-11T02:33:00Z,alerting,us-east-1,t-00418,10634,77,36.54,80.89,120.18,26450381,81195763
2026-07-11T02:25:00Z,alerting,eu-central-1,t-01196,6678,68,55.70,120.17,169.52,17196293,25971941
2026-07-11T02:52:00Z,billing,ap-southeast-2,t-01226,2342,6,67.76,125.37,167.89,2515344,3785214
2026-07-11T02:35:00Z,exporter,us-east-1,t-00586,10481,62,39.12,108.78,162.52,11397286,45494138
2026-07-11T02:09:00Z,query-api,us-east-1,t-02661,3532,42,43.43,119.53,208.94,8274785,14939916
2026-07-11T02:10:00Z,alerting,us-east-1,t-03100,1293,8,48.29,108.24,167.91,1064344,5764857
2026-07-11T02:06:00Z,billing,us-west-2,t-02823,1681,15,26.98,55.50,80.39,1998571,9903263
2026-07-11T02:21:00Z,alerting,eu-central-1,t-01961,4278,59,32.85,83.61,161.07,6253151,20991758
2026-07-11T02:53:00Z,exporter,us-east-1,t-03591,1455,11,48.99,104.17,214.37,1481362,2178631
2026-07-11T02:13:00Z,alerting,ap-southeast-2,t-02479,1468,2,20.37,56.56,81.97,3128314,4769168
2026-07-11T02:01:00Z,exporter,eu-central-1,t-02856,698,7,60.91,162.17,266.99,1576229,2222537
2026-07-11T02:38:00Z,alerting,us-east-1,t-01686,598,3,29.19,69.58,122.46,634264,2978688
2026-07-11T02:39:00Z,query-api,us-west-2,t-02280,11966,3,65.32,139.59,239.37,25378202,35328223
2026-07-11T02:04:00Z,billing,us-west-2,t-00424,11269,141,26.57,57.86,114.85,21144991,15052532
2026-07-11T02:43:00Z,query-api,eu-central-1,t-02703,6056,90,43.59,84.31,136.93,10887831,15478506
2026-07-11T02:35:00Z,billing,eu-central-1,t-01646,4096,18,37.82,104.13,211.32,2048947,15123781
2026-07-11T02:15:00Z,alerting,eu-central-1,t-03725,11979,139,68.37,152.44,205.33,8496794,11656690
2026-07-11T02:21:00Z,ingest-api,ap-southeast-2,t-03450,5301,59,62.15,128.35,268.00,9222878,14382140
2026-07-11T02:19:00Z,alerting,eu-central-1,t-02132,864,9,76.58,195.25,353.99,1155569,5714046
2026-07-11T02:23:00Z,ingest-api,us-west-2,t-01174,4662,46,35.68,72.77,119.95,3545832,11978515
2026-07-11T02:40:00Z,billing,eu-central-1,t-01904,1061,0,76.80,210.82,323.04,972389,7299099
2026-07-11T02:05:00Z,ingest-api,eu-central-1,t-01061,3585,9,24.65,55.07,73.40,8672691,23340480
2026-07-11T02:51:00Z,exporter,us-east-1,t-02901,4088,57,51.96,95.24,159.00,1809444,11161818
2026-07-11T02:47:00Z,exporter,us-west-2,t-03792,11069,119,47.13,91.97,168.99,16464802,32712477
2026-07-11T02:42:00Z,query-api,ap-southeast-2,t-00074,1648,10,63.38,150.40,232.14,2734269,9240880
2026-07-11T02:03:00Z,billing,ap-southeast-2,t-02767,11263,141,51.95,139.67,283.96,17985509,32492602
2026-07-11T02:36:00Z,ingest-api,ap-southeast-2,t-00562,640,0,43.06,78.00,101.48,827253,638332
2026-07-11T02:40:00Z,ingest-api,ap-southeast-2,t-00747,1873,21,63.81,171.85,248.41,886584,12392370
2026-07-11T02:06:00Z,ingest-api,us-east-1,t-02520,7467,5,27.87,58.71,76.47,10527466,49072662
2026-07-11T02:46:00Z,alerting,eu-central-1,t-02505,688,5,77.19,191.36,320.51,1239208,1824074
2026-07-11T02:41:00Z,ingest-api,us-west-2,t-01191,8966,82,59.32,119.72,194.09,12250147,51529033
2026-07-11T02:55:00Z,ingest-api,us-west-2,t-03788,2585,22,62.07,172.25,293.53,3705573,16191155
2026-07-11T02:03:00Z,exporter,us-west-2,t-00927,4487,31,35.59,79.91,146.45,4309025,16218190
2026-07-11T02:04:00Z,ingest-api,eu-central-1,t-03380,8462,81,35.70,83.07,160.03,21588179,27290370
2026-07-11T02:04:00Z,ingest-api,us-west-2,t-00705,3942,44,57.02,125.83,204.01,2916891,25214527
2026-07-11T02:57:00Z,query-api,us-east-1,t-00621,9214,128,30.82,79.26,122.93,23429853,18485929
2026-07-11T02:36:00Z,ingest-api,us-east-1,t-03570,11715,159,40.56,90.92,190.61,14690425,63563024
2026-07-11T02:53:00Z,query-api,eu-central-1,t-00692,2990,40,74.38,168.64,246.22,6957405,17765505
2026-07-11T02:34:00Z,exporter,us-west-2,t-01471,3889,23,32.19,77.40,150.58,1747220,27414658
2026-07-11T02:33:00Z,alerting,us-west-2,t-03472,9223,136,57.50,114.12,189.52,23512515,61389970
2026-07-11T02:21:00Z,alerting,eu-central-1,t-00510,8139,62,47.44,115.81,174.34,4200324,58116996
2026-07-11T02:09:00Z,exporter,us-east-1,t-02149,9101,107,68.78,192.51,312.90,11417512,39350721
2026-07-11T02:40:00Z,ingest-api,eu-central-1,t-01882,9527,26,37.52,74.09,130.21,18286403,68653455
2026-07-11T02:01:00Z,exporter,us-west-2,t-02207,5959,10,55.08,100.46,192.88,14474436,26813779
2026-07-11T02:41:00Z,alerting,us-east-1,t-02977,11135,23,41.27,82.93,131.88,22931136,74562446
2026-07-11T02:40:00Z,billing,eu-central-1,t-01246,7312,43,48.20,109.48,154.49,18631894,53851502
2026-07-11T02:47:00Z,billing,us-east-1,t-03600,1666,13,39.69,103.53,174.60,693011,6698915
2026-07-11T02:52:00Z,ingest-api,ap-southeast-2,t-02437,3638,20,47.88,132.20,275.54,3270413,24226260
2026-07-11T02:06:00Z,exporter,us-west-2,t-00135,10658,81,28.99,75.20,99.21,7391887,13320765
2026-07-11T02:28:00Z,query-api,eu-central-1,t-00709,4292,25,24.16,60.34,92.45,10719573,30888357
2026-07-11T02:47:00Z,ingest-api,us-west-2,t-02137,3469,18,28.67,69.36,127.55,4231275,23071842
2026-07-11T02:07:00Z,alerting,us-east-1,t-02044,8926,71,28.96,57.07,111.59,21899221,9464773
2026-07-11T02:39:00Z,exporter,ap-southeast-2,t-01414,6516,47,71.97,181.43,281.35,13138820,17248031
2026-07-11T02:02:00Z,billing,eu-central-1,t-03969,2080,21,72.47,132.11,221.91,2379771,12920395
2026-07-11T02:35:00Z,alerting,us-west-2,t-03484,70,0,25.65,65.76,109.48,138523,514009
2026-07-11T02:29:00Z,alerting,us-east-1,t-00584,192,1,36.99,67.04,108.21,410628,907177
2026-07-11T02:23:00Z,alerting,us-east-1,t-01594,3048,32,23.43,60.16,90.80,5532071,11694006
2026-07-11T02:13:00Z,alerting,ap-southeast-2,t-01590,4635,3,34.32,73.37,115.45,11743967,13006006
2026-07-11T02:10:00Z,exporter,eu-central-1,t-02449,3389,30,71.07,146.07,213.94,6240374,17624823
2026-07-11T02:41:00Z,exporter,eu-central-1,t-00975,10492,80,35.37,76.71,126.55,21326312,65131057
2026-07-11T02:22:00Z,exporter,ap-southeast-2,t-02830,10522,4,20.02,52.32,82.22,7943954,69705050
2026-07-11T02:58:00Z,alerting,us-west-2,t-00586,11268,162,76.64,196.71,285.33,29174300,74535194
2026-07-11T02:33:00Z,billing,ap-southeast-2,t-03414,936,4,49.39,133.33,203.45,1610271,3250990
2026-07-11T02:41:00Z,billing,eu-central-1,t-03933,5340,45,31.38,72.00,138.20,2905950,13332123
2026-07-11T02:44:00Z,exporter,us-east-1,t-00811,9551,49,31.36,85.06,174.32,23744847,50256506
2026-07-11T02:08:00Z,billing,ap-southeast-2,t-01583,9528,76,66.95,121.67,222.75,5627817,59135280
2026-07-11T02:13:00Z,ingest-api,us-west-2,t-01190,10427,104,62.05,143.80,212.26,24992700,51246760
2026-07-11T02:41:00Z,alerting,ap-southeast-2,t-00580,7345,70,48.19,110.24,173.98,13211922,23461252
2026-07-11T02:43:00Z,ingest-api,us-east-1,t-03225,5857,75,26.86,64.11,93.55,6102682,33137079
2026-07-11T02:49:00Z,billing,ap-southeast-2,t-01734,7095,5,53.32,129.43,232.46,2891106,30553385
2026-07-11T02:19:00Z,query-api,us-east-1,t-00648,9017,53,35.32,94.69,174.09,10022857,38342459
2026-07-11T02:11:00Z,alerting,ap-southeast-2,t-01669,10756,152,57.62,146.54,251.49,5645481,61299477
2026-07-11T02:47:00Z,ingest-api,us-west-2,t-01740,5684,69,53.75,117.43,230.47,7742892,30211473
2026-07-11T02:12:00Z,ingest-api,eu-central-1,t-02357,1247,7,74.31,177.54,287.46,1457471,7627236
2026-07-11T02:34:00Z,ingest-api,us-west-2,t-02838,972,9,24.53,44.95,89.06,1019707,5550193
2026-07-11T02:24:00Z,exporter,ap-southeast-2,t-02853,11995,45,56.31,157.51,274.02,21684436,14486364
2026-07-11T02:03:00Z,ingest-api,eu-central-1,t-03669,9177,40,75.35,135.97,254.07,6567928,32859541
2026-07-11T02:47:00Z,exporter,us-east-1,t-01205,3471,45,59.60,112.61,155.59,6303998,15280816
2026-07-11T02:34:00Z,billing,us-west-2,t-02250,10582,11,51.23,138.84,228.13,26128783,72310194
2026-07-11T02:40:00Z,ingest-api,us-east-1,t-02452,5225,71,63.27,165.75,270.95,7450321,26400398
2026-07-11T02:52:00Z,exporter,eu-central-1,t-02513,2033,15,33.75,78.52,132.10,4780975,9557213
2026-07-11T02:24:00Z,alerting,eu-central-1,t-02327,11761,85,56.41,121.17,220.24,6208510,78966473
2026-07-11T02:02:00Z,billing,ap-southeast-2,t-00938,6137,24,64.83,145.95,208.38,12187655,43898389
2026-07-11T02:59:00Z,ingest-api,eu-central-1,t-01135,11031,30,71.51,176.61,291.38,4800442,50729694
2026-07-11T02:16:00Z,billing,us-west-2,t-03578,753,8,75.91,178.73,284.12,947671,3827940
2026-07-11T02:27:00Z,ingest-api,us-east-1,t-01440,6191,36,72.04,186.46,339.36,8388729,13690107
2026-07-11T02:16:00Z,billing,ap-southeast-2,t-02173,3770,15,35.40,84.73,156.77,2449209,25403919
2026-07-11T02:37:00Z,billing,ap-southeast-2,t-01972,5267,72,61.61,164.31,252.44,3253001,27460800
2026-07-11T02:18:00Z,ingest-api,ap-southeast-2,t-01838,5787,4,57.17,120.59,248.86,7273817,31544898
2026-07-11T02:25:00Z,exporter,us-west-2,t-01769,10302,132,37.94,69.33,114.30,14019410,54178051
2026-07-11T02:45:00Z,ingest-api,us-east-1,t-03314,2986,32,79.02,209.26,319.40,6670354,6505219
2026-07-11T02:21:00Z,exporter,us-east-1,t-02288,2128,27,20.05,37.96,63.88,1189817,6241881
2026-07-11T02:54:00Z,query-api,ap-southeast-2,t-02240,7892,1,31.42,87.18,164.12,17412893,14885664
2026-07-11T02:18:00Z,query-api,us-east-1,t-00269,11881,80,55.49,122.91,230.53,29749281,22181388
2026-07-11T02:26:00Z,ingest-api,us-east-1,t-00599,8689,54,52.38,113.56,191.84,11128443,24663501
2026-07-11T02:55:00Z,query-api,us-east-1,t-01751,8525,4,40.10,83.42,123.56,14258132,55745652
2026-07-11T02:31:00Z,query-api,eu-central-1,t-01647,4029,20,31.74,83.80,137.74,9077228,26833696
2026-07-11T02:37:00Z,ingest-api,eu-central-1,t-01189,7688,7,78.94,150.85,287.75,5035072,57942326
2026-07-11T02:46:00Z,alerting,eu-central-1,t-03526,1511,5,48.14,119.28,241.47,918739,5337490
2026-07-11T02:44:00Z,alerting,eu-central-1,t-00134,1806,21,58.05,162.37,270.12,1862444,4097648
2026-07-11T02:49:00Z,ingest-api,eu-central-1,t-00584,6090,23,40.84,75.12,140.03,7284674,11186568
2026-07-11T02:22:00Z,exporter,eu-central-1,t-02903,7694,57,65.65,179.38,236.74,11452516,36837899
2026-07-11T02:56:00Z,alerting,us-west-2,t-01522,9270,59,57.58,132.01,238.46,16043235,9814284
2026-07-11T02:53:00Z,exporter,ap-southeast-2,t-03199,1899,22,52.64,131.08,202.49,2335071,14576782
2026-07-11T02:02:00Z,ingest-api,ap-southeast-2,t-01997,4778,59,45.12,123.15,215.85,1927802,11222992
2026-07-11T02:48:00Z,ingest-api,eu-central-1,t-00943,5392,69,79.18,178.57,329.04,7228889,34140270
2026-07-11T02:55:00Z,exporter,ap-southeast-2,t-02584,3357,10,22.17,46.48,61.78,8057200,3153842
