ts,service,region,tenant,requests,errors,p50_ms,p95_ms,p99_ms,bytes_in,bytes_out
2026-07-10T03:15:00Z,ingest-api,us-east-1,t-02467,4009,18,44.33,103.39,170.68,10030665,6055523
2026-07-10T03:57:00Z,exporter,us-east-1,t-03149,395,5,46.61,106.52,142.65,641046,1868161
2026-07-10T03:38:00Z,exporter,us-east-1,t-00130,6446,71,47.39,124.38,178.69,7290623,37886086
2026-07-10T03:29:00Z,query-api,us-east-1,t-00253,4980,64,76.03,192.07,315.83,10890456,18217274
2026-07-10T03:20:00Z,billing,us-west-2,t-00161,908,10,53.73,119.34,210.75,1449208,1430568
2026-07-10T03:04:00Z,billing,us-west-2,t-03541,4454,37,71.43,191.36,376.49,8122545,18537346
2026-07-10T03:35:00Z,ingest-api,ap-southeast-2,t-03215,1252,10,43.58,111.33,216.20,1994029,7914712
2026-07-10T03:52:00Z,exporter,us-west-2,t-01996,8186,96,69.06,133.44,204.04,6942479,36781317
2026-07-10T03:17:00Z,billing,us-west-2,t-03436,8892,80,30.57,83.10,135.19,10231100,67247023
2026-07-10T03:37:00Z,ingest-api,us-west-2,t-00368,5399,64,54.24,130.34,259.72,7092988,36742007
2026-07-10T03:32:00Z,alerting,us-east-1,t-01561,859,5,60.48,159.09,289.50,1637633,4988212
2026-07-10T03:36:00Z,query-api,us-west-2,t-01960,4354,3,79.52,222.61,431.19,10331749,23905706
2026-07-10T03:53:00Z,exporter,ap-southeast-2,t-00236,4674,37,77.59,179.12,317.88,9530423,25105092
2026-07-10T03:49:00Z,alerting,eu-central-1,t-00077,8155,62,78.85,148.81,243.89,20302160,28423865
2026-07-10T03:17:00Z,query-api,eu-central-1,t-02751,11774,62,78.84,148.01,257.17,15658607,23729331
2026-07-10T03:32:00Z,exporter,us-east-1,t-02710,3929,48,34.58,64.40,132.32,3344275,3993372
2026-07-10T03:01:00Z,alerting,ap-southeast-2,t-03980,9062,41,27.19,49.58,75.98,20068347,61890585
2026-07-10T03:18:00Z,query-api,us-west-2,t-03375,2282,16,75.97,200.85,290.63,4541303,13985702
2026-07-10T03:33:00Z,ingest-api,us-west-2,t-02526,4083,29,72.89,143.61,251.71,8263552,30331724
2026-07-10T03:06:00Z,exporter,us-east-1,t-01491,1770,8,29.22,56.38,113.16,2699999,4812964
2026-07-10T03:57:00Z,alerting,us-east-1,t-02330,3001,28,44.26,98.01,142.18,4268054,8828318
2026-07-10T03:27:00Z,exporter,us-east-1,t-03484,3364,22,43.93,104.28,157.51,6626660,12389198
2026-07-10T03:29:00Z,billing,us-east-1,t-02406,1768,23,75.79,175.85,357.59,3817765,6672387
2026-07-10T03:38:00Z,query-api,us-west-2,t-02204,11248,92,62.68,113.24,180.07,27953037,22807338
2026-07-10T03:05:00Z,alerting,ap-southeast-2,t-01326,5374,69,50.90,130.15,182.14,5451624,13924694
2026-07-10T03:31:00Z,alerting,eu-central-1,t-00457,7599,26,62.76,175.59,252.50,16857916,13850614
2026-07-10T03:54:00Z,exporter,us-west-2,t-00643,3589,43,47.10,130.15,188.15,6635572,25697890
2026-07-10T03:45:00Z,billing,ap-southeast-2,t-03816,959,1,36.54,87.88,116.20,943744,7150226
2026-07-10T03:24:00Z,billing,eu-central-1,t-01096,7916,54,72.03,150.64,270.78,20175039,41934795
2026-07-10T03:14:00Z,exporter,us-east-1,t-01530,7137,66,51.92,126.95,238.60,6186117,22187826
2026-07-10T03:08:00Z,ingest-api,us-west-2,t-03224,7337,84,28.80,65.47,104.33,4069436,36338664
2026-07-10T03:09:00Z,ingest-api,us-east-1,t-03627,9102,114,62.14,148.79,231.01,16350794,36714155
2026-07-10T03:20:00Z,ingest-api,us-east-1,t-00311,5507,8,75.95,177.72,366.49,3274071,17176280
2026-07-10T03:33:00Z,query-api,us-east-1,t-02421,764,3,76.97,145.00,210.43,895481,2726991
2026-07-10T03:40:00Z,billing,ap-southeast-2,t-02589,5265,46,71.48,169.48,288.57,13569713,16465113
2026-07-10T03:59:00Z,exporter,us-west-2,t-02839,5582,49,60.37,121.18,238.13,6572140,19429309
2026-07-10T03:48:00Z,query-api,us-east-1,t-03590,3198,14,59.01,153.43,271.68,2973207,20767014
2026-07-10T03:45:00Z,ingest-api,us-east-1,t-01529,9451,121,45.57,96.99,145.66,3979473,16746258
2026-07-10T03:26:00Z,exporter,ap-southeast-2,t-00757,1524,1,27.16,58.46,112.88,2404760,4491013
2026-07-10T03:44:00Z,exporter,ap-southeast-2,t-02868,10917,0,51.42,95.58,154.20,21226327,20136846
2026-07-10T03:43:00Z,query-api,eu-central-1,t-03028,4253,52,58.33,137.79,195.46,5322112,8993120
2026-07-10T03:01:00Z,alerting,eu-central-1,t-03961,1369,18,48.00,106.05,185.75,1837293,6237016
2026-07-10T03:55:00Z,billing,ap-southeast-2,t-02560,9397,16,40.46,85.22,144.54,13496111,59274784
2026-07-10T03:19:00Z,query-api,eu-central-1,t-01823,11988,74,27.42,51.71,73.70,16100995,36192818
2026-07-10T03:58:00Z,alerting,eu-central-1,t-02041,10538,0,31.72,77.56,113.49,19836801,44581738
2026-07-10T03:15:00Z,exporter,ap-southeast-2,t-01333,5904,74,32.66,69.78,142.79,6892644,9996203
2026-07-10T03:33:00Z,ingest-api,eu-central-1,t-01649,1165,0,64.56,138.27,194.62,1746374,1393576
2026-07-10T03:37:00Z,query-api,us-west-2,t-01609,9718,48,55.85,154.65,265.34,16675580,29778459
2026-07-10T03:00:00Z,billing,eu-central-1,t-02722,9557,14,38.81,73.74,128.37,21979718,19782527
2026-07-10T03:35:00Z,billing,ap-southeast-2,t-02273,3255,30,41.73,114.50,190.36,6627464,19027599
2026-07-10T03:23:00Z,query-api,ap-southeast-2,t-02985,2394,31,43.51,108.96,194.95,5796227,6701518
2026-07-10T03:08:00Z,alerting,ap-southeast-2,t-01070,8722,61,76.29,186.66,343.82,18635406,16959647
2026-07-10T03:16:00Z,query-api,us-east-1,t-02876,9455,21,32.49,64.19,124.66,13843033,20579282
2026-07-10T03:08:00Z,ingest-api,eu-central-1,t-01574,7161,50,27.34,58.72,82.17,8428764,30718515
2026-07-10T03:35:00Z,query-api,us-east-1,t-02477,9484,114,77.52,193.27,305.68,12823166,29555722
2026-07-10T03:54:00Z,alerting,us-east-1,t-03631,2009,29,68.63,176.77,237.31,4676300,4430001
2026-07-10T03:15:00Z,billing,eu-central-1,t-01944,6303,88,24.69,66.58,108.99,4264837,36274345
2026-07-10T03:40:00Z,ingest-api,us-east-1,t-00923,5333,71,23.67,42.71,81.02,6745675,20128344
2026-07-10T03:24:00Z,ingest-api,us-east-1,t-01482,263,2,22.79,49.17,89.00,203033,844674
2026-07-10T03:11:00Z,ingest-api,ap-southeast-2,t-00855,6782,53,25.33,52.06,109.08,15778563,23095950
2026-07-10T03:50:00Z,ingest-api,eu-central-1,t-03990,10961,155,25.59,47.25,81.91,18028366,83503199
2026-07-10T03:25:00Z,billing,us-east-1,t-03157,1146,14,25.09,60.18,85.42,558571,5481916
2026-07-10T03:51:00Z,exporter,eu-central-1,t-02830,10454,69,32.35,77.44,139.93,8672928,49697433
2026-07-10T03:36:00Z,ingest-api,ap-southeast-2,t-02370,6411,16,75.57,148.71,242.74,10994238,18127457
2026-07-10T03:11:00Z,alerting,us-west-2,t-02944,1857,19,70.31,169.19,247.17,3307737,5625207
2026-07-10T03:13:00Z,alerting,us-west-2,t-02967,7152,21,75.87,155.76,208.08,11558166,11234925
2026-07-10T03:01:00Z,query-api,eu-central-1,t-00074,11837,109,79.62,168.11,332.02,6932398,28239049
2026-07-10T03:31:00Z,exporter,us-west-2,t-03599,4630,27,44.27,112.82,174.80,2676217,4992575
2026-07-10T03:31:00Z,alerting,us-east-1,t-00278,8972,70,62.13,170.46,334.07,22581032,36194658
2026-07-10T03:22:00Z,billing,eu-central-1,t-02003,11987,12,71.57,185.10,248.48,8633436,48365262
2026-07-10T03:36:00Z,billing,ap-southeast-2,t-00652,2889,34,61.07,146.18,304.13,3219188,18971485
2026-07-10T03:06:00Z,exporter,us-west-2,t-03720,5038,49,23.53,48.07,74.39,2563808,30758782
2026-07-10T03:17:00Z,billing,ap-southeast-2,t-02323,9354,130,76.33,160.28,220.23,7057385,69009893
2026-07-10T03:32:00Z,query-api,ap-southeast-2,t-01312,5220,7,47.60,86.09,159.97,13130338,22988398
2026-07-10T03:36:00Z,billing,us-west-2,t-00646,5752,60,49.70,90.61,150.57,10161010,33565206
2026-07-10T03:03:00Z,billing,eu-central-1,t-03306,7945,31,69.55,178.13,328.49,18458839,28952089
2026-07-10T03:44:00Z,alerting,eu-central-1,t-01397,1476,20,43.67,94.81,163.47,3457289,10914167
2026-07-10T03:01:00Z,billing,ap-southeast-2,t-01038,3717,5,65.13,135.97,222.39,7754849,14127069
2026-07-10T03:50:00Z,alerting,us-east-1,t-01823,2303,18,45.89,109.88,147.43,2873956,8129435
2026-07-10T03:17:00Z,alerting,ap-southeast-2,t-00085,11638,96,32.66,74.77,126.44,24454439,76986521
2026-07-10T03:48:00Z,exporter,ap-southeast-2,t-01931,4738,64,27.67,50.71,83.98,11345625,29249625
2026-07-10T03:17:00Z,billing,ap-southeast-2,t-02339,2078,29,79.75,212.84,430.10,1819494,9667851
2026-07-10T03:41:00Z,ingest-api,us-east-1,t-02657,1174,12,27.01,72.50,118.40,2951789,8589723
2026-07-10T03:44:00Z,billing,ap-southeast-2,t-02237,8134,60,63.41,169.02,327.46,7484368,43037732
2026-07-10T03:59:00Z,ingest-api,ap-southeast-2,t-01799,9444,69,44.59,102.56,138.22,9800758,20629988
2026-07-10T03:58:00Z,alerting,us-east-1,t-03440,712,0,73.12,181.81,273.21,1550882,4142905
2026-07-10T03:38:00Z,billing,eu-central-1,t-03999,10507,22,32.60,71.84,116.40,13009861,12246984
2026-07-10T03:13:00Z,billing,ap-southeast-2,t-03690,2467,17,72.40,172.43,236.90,5910667,5307016
2026-07-10T03:26:00Z,ingest-api,ap-southeast-2,t-00014,1548,13,70.35,160.15,330.80,790545,2266844
2026-07-10T03:22:00Z,query-api,eu-central-1,t-02770,4114,45,22.99,56.23,111.78,9597082,20579667
2026-07-10T03:05:00Z,ingest-api,ap-southeast-2,t-03104,6273,80,36.52,76.81,131.36,12229000,37133515
2026-07-10T03:08:00Z,query-api,ap-southeast-2,t-02841,3589,31,36.78,85.37,136.36,4655582,15225741
2026-07-10T03:24:00Z,exporter,us-west-2,t-02999,9496,10,53.29,100.28,145.86,4713242,18560518
2026-07-10T03:07:00Z,ingest-api,us-west-2,t-03125,4893,33,21.90,52.92,107.89,4649491,5458455
2026-07-10T03:43:00Z,ingest-api,us-west-2,t-02692,962,2,32.61,86.41,175.83,868551,2981194
2026-07-10T03:13:00Z,ingest-api,us-east-1,t-03132,9931,135,61.18,170.54,295.34,22329287,39383620
2026-07-10T03:00:00Z,alerting,us-east-1,t-02612,3463,7,66.96,161.49,298.99,8704998,18299859
2026-07-10T03:59:00Z,exporter,eu-central-1,t-03780,8138,38,29.73,71.79,94.14,10336833,37166530
2026-07-10T03:23:00Z,exporter,us-east-1,t-02727,8452,120,55.64,119.80,227.19,5714452,12567531
2026-07-10T03:44:00Z,ingest-api,ap-southeast-2,t-02938,3697,29,75.84,200.19,269.13,9196290,4834499
2026-07-10T03:49:00Z,ingest-api,us-east-1,t-00102,8313,62,31.97,71.02,135.53,14528456,26551884
2026-07-10T03:26:00Z,alerting,us-east-1,t-00496,9664,97,20.67,56.13,80.49,8563523,38082572
2026-07-10T03:15:00Z,query-api,eu-central-1,t-03612,3882,25,53.78,121.46,223.65,4080788,16065506
2026-07-10T03:48:00Z,billing,us-west-2,t-03184,6959,8,29.89,65.38,136.84,5520242,46160526
2026-07-10T03:44:00Z,query-api,eu-central-1,t-03210,2584,11,70.89,161.91,326.02,6318072,7985600
2026-07-10T03:45:00Z,billing,us-east-1,t-02368,703,8,39.69,74.37,115.95,1567371,1711033
2026-07-10T03:41:00Z,ingest-api,eu-central-1,t-02476,4323,6,24.44,67.94,91.72,6408139,10188473
2026-07-10T03:46:00Z,alerting,us-east-1,t-02143,3594,26,72.39,141.93,290.05,2332907,20346697
2026-07-10T03:58:00Z,exporter,eu-central-1,t-00572,6805,85,55.36,122.68,171.51,7860955,17218768
2026-07-10T03:52:00Z,exporter,us-west-2,t-03430,2616,17,58.96,111.55,159.47,6158243,2942023
2026-07-10T03:06:00Z,alerting,us-west-2,t-01251,3083,1,59.96,149.61,199.21,1243578,7650114
2026-07-10T03:52:00Z,ingest-api,us-west-2,t-03849,2146,28,49.14,133.08,212.25,982472,12748393
2026-07-10T03:33:00Z,ingest-api,us-east-1,t-02636,11479,143,39.40,71.80,130.23,16559320,10606589
2026-07-10T03:53:00Z,billing,ap-southeast-2,t-03976,6170,57,79.42,160.23,287.79,8081976,31067600
2026-07-10T03:46:00Z,exporter,us-east-1,t-02218,9433,12,24.55,63.20,101.65,13000373,43681700
2026-07-10T03:29:00Z,query-api,eu-central-1,t-03552,1673,19,57.95,129.80,226.74,2632003,11784562
2026-07-10T03:15:00Z,ingest-api,us-east-1,t-03261,10019,14,48.05,117.85,197.22,10526922,24580084
2026-07-10T03:20:00Z,billing,us-east-1,t-01522,4963,62,37.96,72.28,131.68,3718694,36046092
2026-07-10T03:18:00Z,alerting,us-west-2,t-03717,4587,64,39.36,100.99,139.52,6636792,17633609
2026-07-10T03:42:00Z,ingest-api,us-west-2,t-02671,9626,45,40.21,79.07,162.24,16024723,34670410
2026-07-10T03:02:00Z,query-api,ap-southeast-2,t-01205,8969,127,45.33,123.28,189.45,7569553,60076186
2026-07-10T03:22:00Z,query-api,us-west-2,t-00352,3534,21,55.38,117.53,154.38,8318612,11819404
2026-07-10T03:25:00Z,ingest-api,us-east-1,t-01699,11740,8,26.88,56.61,116.66,16095143,48915956
2026-07-10T03:10:00Z,exporter,us-east-1,t-02666,11845,5,61.61,138.68,247.54,10422894,33053074
2026-07-10T03:26:00Z,query-api,ap-southeast-2,t-01675,10809,87,20.63,48.95,99.47,19530549,60148653
2026-07-10T03:38:00Z,billing,ap-southeast-2,t-01579,3746,41,75.53,170.11,240.93,3087117,4962131
2026-07-10T03:53:00Z,query-api,ap-southeast-2,t-03820,972,4,61.57,171.35,282.71,1001949,3808620
2026-07-10T03:22:00Z,ingest-api,us-west-2,t-00280,1713,4,69.78,134.50,224.84,721453,9589206
2026-07-10T03:18:00Z,query-api,us-east-1,t-03126,3667,5,27.61,65.63,124.76,3402828,24969199
2026-07-10T03:17:00Z,alerting,eu-central-1,t-00669,11990,120,60.91,124.53,200.28,23040995,17949493
2026-07-10T03:11:00Z,exporter,us-west-2,t-03754,841,1,48.05,87.38,181.08,822678,6136495
2026-07-10T03:37:00Z,alerting,us-west-2,t-03574,10547,154,31.66,82.29,107.78,24273531,51488973
2026-07-10T03:08:00Z,ingest-api,us-west-2,t-03507,7245,61,24.58,61.30,101.37,12656133,30079338
2026-07-10T03:36:00Z,exporter,us-west-2,t-00357,4772,14,65.03,154.93,222.14,9570644,14724986
2026-07-10T03:59:00Z,alerting,us-west-2,t-00414,11472,145,23.45,58.48,83.42,10295991,40726459
2026-07-10T03:45:00Z,ingest-api,ap-southeast-2,t-01205,279,0,48.43,124.65,252.21,556821,2048398
2026-07-10T03:34:00Z,query-api,ap-southeast-2,t-01140,11269,63,40.55,77.39,133.11,10060113,68435209
2026-07-10T03:08:00Z,alerting,us-west-2,t-03892,9256,45,56.88,115.51,232.52,22697914,15148822
2026-07-10T03:26:00Z,ingest-api,us-east-1,t-03773,950,1,55.62,138.52,243.40,1594128,5956933
2026-07-10T03:07:00Z,query-api,us-east-1,t-02381,10494,28,60.87,155.01,292.44,15245610,69500528
2026-07-10T03:05:00Z,ingest-api,ap-southeast-2,t-02402,5783,10,65.91,177.98,318.17,2843172,34044608
2026-07-10T03:11:00Z,ingest-api,eu-central-1,t-02559,2313,22,47.80,114.92,202.70,2082880,8761213
2026-07-10T03:15:00Z,billing,us-west-2,t-01973,5835,32,43.60,112.02,171.47,4385205,13108959
2026-07-10T03:11:00Z,billing,us-west-2,t-01925,6887,66,32.81,78.37,145.31,15724427,44548244
2026-07-10T03:40:00Z,query-api,us-east-1,t-01427,5592,40,41.83,92.44,167.55,12704598,9992342
2026-07-10T03:16:00Z,ingest-api,eu-central-1,t-00398,6644,4,66.07,121.66,216.01,5395642,41102117
2026-07-10T03:37:00Z,billing,us-west-2,t-01403,11618,75,41.99,94.72,132.79,19715632,11882966
2026-07-10T03:11:00Z,ingest-api,us-west-2,t-01891,9195,47,75.67,200.69,268.17,10021950,38106548
2026-07-10T03:17:00Z,billing,us-west-2,t-01985,10172,103,37.51,97.12,134.82,13678053,73770596
2026-07-10T03:40:00Z,query-api,ap-southeast-2,t-00075,9547,110,79.50,168.43,348.64,20889304,25031218
2026-07-10T03:39:00Z,billing,ap-southeast-2,t-00436,11915,68,65.78,161.72,268.40,29389160,47733875
2026-07-10T03:30:00Z,exporter,us-west-2,t-02173,11678,52,51.70,137.02,240.65,7660765,28595368
2026-07-10T03:16:00Z,billing,us-west-2,t-00751,11360,38,59.23,123.80,193.69,29402186,85394161
2026-07-10T03:22:00Z,alerting,us-east-1,t-02837,4876,25,41.39,90.46,125.62,3080719,17283457
2026-07-10T03:59:00Z,ingest-api,us-west-2,t-02517,220,2,27.14,59.38,115.14,425818,1334693
2026-07-10T03:37:00Z,billing,us-east-1,t-01531,4203,51,68.96,153.23,249.33,2755485,19880592
2026-07-10T03:53:00Z,exporter,ap-southeast-2,t-00133,8125,100,30.33,57.16,80.04,13928727,25089810
2026-07-10T03:54:00Z,billing,us-east-1,t-00474,5761,39,70.12,165.57,222.55,2879276,35929637
2026-07-10T03:31:00Z,alerting,ap-southeast-2,t-03286,11033,111,50.91,91.74,182.31,13563196,16259582
2026-07-10T03:51:00Z,alerting,eu-central-1,t-03492,8997,8,55.65,141.35,294.71,22529248,30860537
2026-07-10T03:58:00Z,billing,ap-southeast-2,t-03858,2750,26,76.19,187.71,326.46,3421810,11575586
2026-07-10T03:57:00Z,billing,us-west-2,t-02255,10660,98,67.74,167.31,262.69,23768111,55499676
2026-07-10T03:33:00Z,ingest-api,us-east-1,t-03421,6170,1,50.04,122.40,204.49,6360477,10561130
2026-07-10T03:20:00Z,alerting,eu-central-1,t-02537,3128,19,36.71,94.46,190.59,5982014,4911369
2026-07-10T03:58:00Z,exporter,ap-southeast-2,t-01498,3727,18,63.23,120.91,205.01,8845811,18884896
2026-07-10T03:39:00Z,exporter,ap-southeast-2,t-00744,4288,18,77.78,206.58,312.31,6377631,20892961
2026-07-10T03:52:00Z,alerting,eu-central-1,t-03893,5070,3,37.92,99.02,179.41,5178108,32555095
2026-07-10T03:52:00Z,ingest-api,ap-southeast-2,t-03041,7782,103,50.51,104.10,137.93,3592982,49038849
2026-07-10T03:12:00Z,billing,ap-southeast-2,t-01125,3675,31,56.03,146.08,224.71,8273742,8180976
2026-07-10T03:02:00Z,query-api,ap-southeast-2,t-01458,6005,70,57.71,107.24,159.94,5542856,30680552
2026-07-10T03:20:00Z,query-api,eu-central-1,t-01317,8907,63,28.84,57.23,116.84,13871186,57058121
2026-07-10T03:35:00Z,exporter,us-east-1,t-00378,4394,40,38.34,80.90,117.17,9067438,14663539
2026-07-10T03:01:00Z,billing,eu-central-1,t-02282,11603,150,71.62,152.94,284.28,29667117,12700214
2026-07-10T03:58:00Z,billing,us-west-2,t-02288,1206,18,36.26,79.09,117.55,816858,8103449
2026-07-10T03:10:00Z,alerting,eu-central-1,t-02092,3327,2,73.33,147.24,243.76,5449479,13816677
2026-07-10T03:35:00Z,query-api,eu-central-1,t-02647,695,1,54.66,151.52,198.19,1752707,3046171
2026-07-10T03:56:00Z,alerting,us-west-2,t-02459,5824,84,44.97,111.41,213.14,3466286,20433784
2026-07-10T03:41:00Z,alerting,us-west-2,t-01631,2295,33,20.99,55.52,103.19,5800193,9189902
2026-07-10T03:59:00Z,query-api,ap-southeast-2,t-03010,3616,33,29.87,54.49,90.60,3486945,18099175
2026-07-10T03:56:00Z,alerting,us-west-2,t-00440,8744,1,20.80,46.03,63.70,6656017,26139289
2026-07-10T03:21:00Z,exporter,us-west-2,t-03259,832,2,34.83,95.98,174.97,579001,4352786
2026-07-10T03:35:00Z,query-api,eu-central-1,t-03165,8786,93,56.33,115.50,193.27,13303373,11431375
2026-07-10T03:15:00Z,exporter,us-east-1,t-03025,1119,13,69.56,175.76,283.27,1393356,2055085
2026-07-10T03:48:00Z,alerting,ap-southeast-2,t-01110,1,0,59.96,139.80,234.83,1438,2340
2026-07-10T03:08:00Z,exporter,us-west-2,t-03445,4455,40,53.88,112.73,171.95,2849251,29682695
2026-07-10T03:53:00Z,exporter,us-east-1,t-02204,11109,140,67.53,131.12,215.21,11576657,40579388
2026-07-10T03:40:00Z,ingest-api,us-west-2,t-03873,8708,39,45.28,85.42,152.45,21348568,43238602
2026-07-10T03:34:00Z,exporter,eu-central-1,t-00953,1503,1,66.39,128.73,245.29,1806335,2100739
2026-07-10T03:14:00Z,query-api,us-east-1,t-03049,4607,10,62.29,147.90,230.16,3643718,4354067
2026-07-10T03:31:00Z,query-api,us-west-2,t-03580,5680,82,40.71,77.47,102.75,12438560,8428566
2026-07-10T03:42:00Z,ingest-api,eu-central-1,t-02225,10132,127,71.97,142.55,220.13,12904436,76578070
2026-07-10T03:03:00Z,exporter,us-east-1,t-01761,8208,69,56.46,104.75,211.32,16539950,35495906
2026-07-10T03:09:00Z,alerting,us-west-2,t-03743,7929,46,78.81,155.56,211.24,4499171,58451643
2026-07-10T03:12:00Z,billing,eu-central-1,t-01970,3789,47,24.43,65.29,134.00,8051942,18364048
2026-07-10T03:18:00Z,alerting,us-east-1,t-01058,5043,71,59.49,142.15,230.53,8988357,14423397
2026-07-10T03:21:00Z,alerting,eu-central-1,t-03172,1578,4,44.45,112.74,163.79,1435533,6624495
2026-07-10T03:54:00Z,exporter,us-east-1,t-03642,11655,112,78.36,212.94,297.40,28213824,24253173
2026-07-10T03:33:00Z,billing,ap-southeast-2,t-00630,7876,72,52.94,95.74,148.42,14664552,7163729
2026-07-10T03:26:00Z,billing,eu-central-1,t-00950,8521,22,34.73,65.61,100.74,3836789,11097232
2026-07-10T03:03:00Z,exporter,us-east-1,t-03261,7443,23,60.95,127.17,253.90,5084695,18893797
2026-07-10T03:49:00Z,ingest-api,ap-southeast-2,t-01741,9002,45,20.23,53.71,106.15,20338053,8394402
2026-07-10T03:42:00Z,alerting,us-east-1,t-01451,3761,6,46.65,88.10,156.66,8098950,9232243
2026-07-10T03:05:00Z,alerting,us-west-2,t-00954,10909,119,44.42,80.28,154.47,6909346,43900926
2026-07-10T03:23:00Z,exporter,eu-central-1,t-00806,9226,40,46.62,129.14,234.62,7451080,50454851
2026-07-10T03:19:00Z,ingest-api,ap-southeast-2,t-00170,11397,161,65.97,159.83,230.04,9006684,81650780
2026-07-10T03:53:00Z,billing,us-west-2,t-00292,8383,54,59.87,148.73,291.11,17252918,27280988
2026-07-10T03:39:00Z,query-api,us-west-2,t-03773,2764,6,65.36,161.29,287.87,5991072,18404887
2026-07-10T03:57:00Z,query-api,ap-southeast-2,t-01663,3588,36,29.11,69.22,139.02,3463066,25203894
2026-07-10T03:27:00Z,exporter,us-west-2,t-01448,1863,26,41.02,92.18,132.63,762378,13630882
2026-07-10T03:49:00Z,query-api,us-east-1,t-02515,11609,86,61.38,146.50,272.10,24058854,54492551
2026-07-10T03:17:00Z,ingest-api,us-west-2,t-00900,4749,62,63.41,151.64,242.96,11792213,32872211
2026-07-10T03:05:00Z,query-api,eu-central-1,t-00699,8552,30,45.99,94.76,149.80,15178651,49883977
2026-07-10T03:50:00Z,query-api,ap-southeast-2,t-02931,862,0,29.05,54.88,86.24,1047315,2950731
2026-07-10T03:52:00Z,query-api,us-west-2,t-02668,1686,16,67.95,123.93,169.85,1802556,1538337
2026-07-10T03:04:00Z,billing,ap-southeast-2,t-02416,9263,86,58.07,126.65,247.86,20285557,44940624
2026-07-10T03:47:00Z,query-api,us-east-1,t-03709,5164,1,71.52,177.84,324.95,5305449,5580101
2026-07-10T03:32:00Z,alerting,us-west-2,t-03644,8924,37,43.27,89.61,166.51,13194022,28184432
2026-07-10T03:24:00Z,alerting,us-east-1,t-01247,2890,43,26.24,69.50,125.89,2982828,5275996
2026-07-10T03:29:00Z,ingest-api,us-east-1,t-01144,7636,2,63.92,144.13,259.45,15554246,50694795
2026-07-10T03:52:00Z,exporter,ap-southeast-2,t-02758,772,1,39.95,97.28,195.92,1461502,2922789
2026-07-10T03:33:00Z,ingest-api,us-east-1,t-03664,1355,11,33.59,73.52,99.91,2497747,9400924
2026-07-10T03:43:00Z,ingest-api,us-west-2,t-00478,8934,31,53.32,146.06,259.90,10085651,45605200
2026-07-10T03:29:00Z,ingest-api,eu-central-1,t-01832,3693,0,35.80,66.52,105.17,2578869,14385928
2026-07-10T03:49:00Z,alerting,eu-central-1,t-03390,8961,90,73.38,160.13,212.49,15403818,52867948
2026-07-10T03:22:00Z,ingest-api,us-west-2,t-01280,9358,73,63.76,149.86,211.60,19525092,51143366
2026-07-10T03:38:00Z,billing,us-east-1,t-02061,10706,49,41.17,85.93,122.33,6539548,71472976
2026-07-10T03:58:00Z,exporter,us-east-1,t-03057,1500,13,78.97,159.40,226.10,1785407,5851752
2026-07-10T03:26:00Z,alerting,us-east-1,t-03133,8222,55,76.75,175.86,248.38,8054630,8611330
2026-07-10T03:35:00Z,billing,eu-central-1,t-02071,864,8,27.59,56.34,77.84,1569509,2519058
2026-07-10T03:21:00Z,exporter,eu-central-1,t-02799,7888,115,45.51,105.38,204.86,15633021,39535538
2026-07-10T03:40:00Z,exporter,us-west-2,t-00548,6108,48,61.08,144.78,216.89,7764985,27337604
2026-07-10T03:16:00Z,billing,us-west-2,t-01748,4421,14,37.99,101.28,167.04,9280151,12534292
2026-07-10T03:27:00Z,billing,eu-central-1,t-03127,9389,18,28.23,55.54,77.99,15390216,9911596
2026-07-10T03:17:00Z,exporter,eu-central-1,t-01069,5027,7,74.11,193.19,341.88,10187983,19016436
2026-07-10T03:33:00Z,billing,ap-southeast-2,t-01593,7106,39,57.35,115.83,195.57,6598599,42760291
2026-07-10T03:31:00Z,alerting,us-west-2,t-00648,1112,15,45.94,90.67,171.55,1565510,1710829
2026-07-10T03:06:00Z,ingest-api,us-east-1,t-00588,2233,33,39.65,73.54,148.53,4166226,8236551
2026-07-10T03:14:00Z,query-api,us-east-1,t-00058,7618,49,65.08,148.16,214.81,4861885,42161822
2026-07-10T03:30:00Z,billing,us-east-1,t-01246,1790,12,75.57,141.36,220.50,2156163,9583810
2026-07-10T03:39:00Z,ingest-api,eu-central-1,t-01934,8775,52,74.00,133.46,269.56,19755234,49926537
2026-07-10T03:37:00Z,alerting,ap-southeast-2,t-01672,2331,19,64.36,146.89,290.18,1853945,17063110
2026-07-10T03:43:00Z,query-api,us-east-1,t-02702,759,0,20.38,50.49,75.54,558808,3314148
2026-07-10T03:38:00Z,ingest-api,eu-central-1,t-03996,9777,126,42.53,88.66,123.67,21173763,60105256
2026-07-10T03:15:00Z,billing,us-east-1,t-02480,11035,36,72.35,156.40,223.71,9000092,43974976
2026-07-10T03:11:00Z,exporter,eu-central-1,t-03414,9068,69,36.38,66.10,138.14,15840218,62019549
2026-07-10T03:24:00Z,query-api,eu-central-1,t-02277,3945,39,34.82,96.30,155.30,6771122,30273909
2026-07-10T03:34:00Z,billing,us-west-2,t-03601,9849,73,28.38,73.72,131.05,17408317,73858407
2026-07-10T03:38:00Z,ingest-api,us-west-2,t-03508,920,7,26.33,57.13,103.75,2194655,3892273
2026-07-10T03:08:00Z,alerting,ap-southeast-2,t-01267,10375,74,53.58,107.82,179.45,12137334,61293562
